"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score","Decile_Score"
"Female","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.272916666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.108333333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.720833333333333,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.741666666666667,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.141666666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.652083333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.620833333333333,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.691666666666667,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.710416666666667,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333,0.818181818181818
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.689583333333333,0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.30625,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.7125,0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.44375,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.63125,0.636363636363636
"Male","African-American","Pretrial","Prison Inmate","Single","Low",0.491666666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.647916666666667,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.65,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.495833333333333,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333,0.818181818181818
"Female","Other","Pretrial","Jail Inmate","Single","Medium",0.59375,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.220833333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.8125,1
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.7,0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.541666666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.35625,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.510416666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.372916666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.314583333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.33125,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.308333333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.652083333333333,0.727272727272727
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.410416666666667,0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.252083333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.19375,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.19375,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.84375,1
"Male","Caucasian","Pretrial","Jail Inmate","Single","High",0.695833333333333,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.50625,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.71875,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.189583333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.50625,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.702083333333333,0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.0791666666666666,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.65625,0.727272727272727
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.235416666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.127083333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.477083333333333,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.7375,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.422916666666667,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.577083333333333,0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.560416666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.552083333333333,0.454545454545455
"Female","Caucasian","Post Sentence","Pretrial Defendant","Single","High",0.702083333333333,0.818181818181818
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.63125,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","Medium",0.679166666666667,0.727272727272727
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.327083333333333,0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.502083333333333,0.363636363636364
"Male","African-American","Post Sentence","Probation","Divorced","Medium",0.604166666666667,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.610416666666667,0.636363636363636
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.652083333333333,0.727272727272727
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.714583333333333,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.597916666666667,0.545454545454545
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.5625,0.636363636363636
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.585416666666667,0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.379166666666667,0.272727272727273
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.472916666666667,0.363636363636364
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.508333333333333,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.45,0.272727272727273
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.879166666666667,1
"Male","Asian","Post Sentence","Probation","Married","Low",0.283333333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.45625,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.397916666666667,0.272727272727273
"Female","African-American","Post Sentence","Probation","Single","Low",0.339583333333333,0.272727272727273
"Male","Caucasian","Conditional Release","Probation","Single","Low",0.5125,0.363636363636364
"Female","Caucasian","Post Sentence","Pretrial Defendant","Single","Medium",0.602083333333333,0.636363636363636
"Male","African-American","Post Sentence","Probation","Married","Low",0.297916666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.485416666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.595833333333333,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.620833333333333,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.679166666666667,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.816666666666667,1
"Male","African-American","Conditional Release","Probation","Single","Medium",0.683333333333333,0.727272727272727
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.429166666666667,0.272727272727273
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.679166666666667,0.818181818181818
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.677083333333333,0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Married","Medium",0.610416666666667,0.636363636363636
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.46875,0.454545454545455
"Female","African-American","Post Sentence","Probation","Single","Low",0.53125,0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.425,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.80625,1
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4375,0.272727272727273
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.485416666666667,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.754166666666667,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.645833333333333,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Married","Medium",0.6125,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.583333333333333,0.545454545454545
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.408333333333333,0.272727272727273
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.447916666666667,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.627083333333333,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.439583333333333,0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.554166666666667,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333,0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.50625,0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.502083333333333,0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.35625,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.541666666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.470833333333333,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.74375,0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.495833333333333,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.629166666666667,0.636363636363636
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.691666666666667,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.664583333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.570833333333333,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.377083333333333,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.685416666666667,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","Low",0.558333333333333,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6625,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.714583333333333,0.818181818181818
"Male","African-American","Pretrial","Probation","Single","Medium with Override Consideration",0.697916666666667,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.78125,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.689583333333333,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.510416666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.7625,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.704166666666667,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.664583333333333,0.727272727272727
