"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score"
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.379166666666667
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.472916666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.508333333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.45
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.879166666666667
"Male","Asian","Post Sentence","Probation","Married","Low",0.283333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.45625
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.397916666666667
"Female","African-American","Post Sentence","Probation","Single","Low",0.339583333333333
"Male","Caucasian","Conditional Release","Probation","Single","Low",0.5125
"Female","Caucasian","Post Sentence","Pretrial Defendant","Single","Medium",0.602083333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.297916666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.485416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.595833333333333
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.620833333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.679166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.816666666666667
"Male","African-American","Conditional Release","Probation","Single","Medium",0.683333333333333
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.429166666666667
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.679166666666667
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.677083333333333
"Male","Hispanic","Post Sentence","Probation","Married","Medium",0.610416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.46875
"Female","African-American","Post Sentence","Probation","Single","Low",0.53125
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.425
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.80625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4375
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.485416666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.754166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.645833333333333
"Male","Caucasian","Post Sentence","Probation","Married","Medium",0.6125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.583333333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.408333333333333
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.447916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.627083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.439583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.554166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.727083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.50625
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.502083333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.35625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.541666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.470833333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.74375
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.495833333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.629166666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.691666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.664583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.570833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.377083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.685416666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.558333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6625
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.714583333333333
"Male","African-American","Pretrial","Probation","Single","Medium with Override Consideration",0.697916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.78125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.689583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.510416666666667
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.7625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.704166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.664583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.6125
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.608333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.758333333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.377083333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.454166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.425
"Male","African-American","Post Sentence","Probation","Married","Medium with Override Consideration",0.81875
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.383333333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.391666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.5625
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced","Low",0.325
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.158333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.664583333333333
"Male","African-Am","Post Sentence","Probation","Single","High",0.841666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.554166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.358333333333333
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.6625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.44375
"Male","African-American","Post Sentence","Probation","Single","Medium",0.633333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.570833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.64375
"Male","African-American","Post Sentence","Probation","Single","High",0.764583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.429166666666667
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.241666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.525
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.602083333333333
"Female","African-American","Post Sentence","Jail Inmate","Single","Medium with Override Consideration",0.741666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.320833333333333
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.3625
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.502083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.583333333333333
"Female","Hispanic","Post Sentence","Probation","Married","Low",0.189583333333333
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.277083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.61875
"Female","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.15
"Male","African-American","Post Sentence","Probation","Single","Low",0.289583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.458333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.422916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.622916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.679166666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.329166666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.4
"Female","Native American","Post Sentence","Probation","Single","Low",0.447916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.6375
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.45
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.402083333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.5625
"Male","Hispanic","Probation Violator","Jail Inmate","Single","Medium",0.68125
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.38125
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.2625
"Male","Caucasian","Post Sentence","Jail Inmate","Single","Medium with Override Consideration",0.7
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.641666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.5625
"Male","Caucasian","Other","Probation","Single","Low",0.51875
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.5375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6125
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.68125
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.79375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.5875
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.664583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.491666666666667
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.472916666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.672916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.722916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.66875
"Male","African-Am","Post Sentence","Probation","Single","Low",0.339583333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.402083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.572916666666667
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.377083333333333
"Female","Caucasian","Post Sentence","Probation","Widowed","Low",0.402083333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.68125
"Male","African-American","Other","Probation","Single","Medium",0.6125
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.420833333333333
"Male","Caucasian","Post Sentence","Probation","Divorced","Medium",0.670833333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.45
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.58125
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.766666666666667
"Male","African-American","Pretrial","Probation","Separated","Medium with Override Consideration",0.7125
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.752083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.53125
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.572916666666667
"Male","Other","Post Sentence","Probation","Single","Low",0.35
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.73125
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.797916666666667
"Female","Hispanic","Other","Probation","Single","Low",0.53125
"Female","Caucasian","Post Sentence","Probation","Single","Medium",0.639583333333333
"Female","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.2125
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.614583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.522916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.829166666666667
"Male","Caucasian","Post Sentence","Probation","Married","Medium",0.627083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.164583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.654166666666667
